cl1,cl2,dist,new_size
62,74,0.0345498,2
44,54,0.0488749,2
71,82,0.056015,2
63,81,0.0613732,2
41,52,0.0632363,2
88,99,0.0733115,2
8,15,0.0752438,2
58,61,0.0776943,2
9,17,0.0805896,2
100,78,0.0855249,3
107,59,0.0882008,3
94,97,0.0887985,2
7,10,0.0931729,2
18,19,0.0954644,2
112,106,0.0956299,4
42,43,0.104135,2
31,33,0.109098,2
101,49,0.109902,3
104,57,0.110674,3
69,102,0.114328,3
4,108,0.114483,3
38,51,0.115464,2
39,50,0.11613,2
0,16,0.120696,2
118,56,0.124017,4
119,76,0.124341,4
60,64,0.125106,2
1,12,0.125261,2
126,79,0.138187,3
65,68,0.140914,2
27,32,0.143113,2
120,20,0.146945,4
29,34,0.148185,2
25,130,0.154038,3
127,131,0.162713,6
125,72,0.162911,5
122,55,0.170791,3
2,114,0.171435,5
26,28,0.172454,2
132,37,0.173504,3
6,137,0.179777,6
140,134,0.183579,12
138,139,0.18681,5
86,111,0.190768,3
115,136,0.192697,5
96,105,0.200142,3
144,117,0.200352,8
141,113,0.205344,14
30,142,0.213413,6
146,124,0.214907,12
148,133,0.217208,9
128,83,0.218812,4
24,150,0.220524,10
121,45,0.233304,3
89,143,0.233747,4
123,147,0.249268,16
103,73,0.24994,3
151,156,0.250396,7
70,84,0.251501,2
155,14,0.254737,17
153,149,0.255244,15
152,36,0.256724,11
3,159,0.25972,18
21,23,0.264949,2
129,135,0.268998,7
158,109,0.279327,5
87,145,0.281255,4
5,13,0.307619,2
166,154,0.313573,8
48,160,0.314023,16
164,165,0.325559,12
110,170,0.330821,15
116,161,0.337721,13
67,77,0.338428,2
75,171,0.348176,16
174,157,0.352792,23
11,162,0.367176,19
175,173,0.370797,25
91,93,0.37198,2
35,172,0.375783,14
168,92,0.383772,9
163,179,0.387906,16
181,22,0.394305,17
169,46,0.41807,17
66,177,0.427438,26
40,183,0.452312,18
176,167,0.462594,21
90,180,0.463654,10
187,178,0.492142,12
188,95,0.498512,13
85,189,0.499226,14
184,80,0.563285,27
190,98,0.575787,15
185,53,0.577023,19
47,193,0.62754,20
182,191,1.22625,44
194,195,2.99686,64
196,192,4.56621,79
186,197,4.59916,100
