2.666852,2.628002
2.952707,3.060125
2.748350,3.149113
2.211818,3.298184
3.438802,2.329534
1.924357,2.382979
2.952705,3.036398
3.047458,3.273884
2.700350,3.098527
2.548217,3.332296
2.164235,2.816168
2.713297,3.705480
2.310336,2.553287
2.390806,3.372620
2.522119,3.514650
1.867110,3.436321
3.030068,2.417445
2.677554,3.471214
2.651289,3.384792
3.566076,3.094484
2.503968,2.676491
2.875347,2.906219
2.544623,2.942808
2.876069,2.558376
2.004171,2.011361
3.095590,3.014429
3.220169,2.981329
2.319259,3.176083
2.585486,2.483237
2.262095,3.691623
2.757862,3.151466
2.505501,2.709024
2.972784,2.943061
2.312478,2.931260
2.253879,3.060930
3.067812,2.650477
3.187539,2.717863
2.677486,2.650357
2.527227,3.003873
2.442247,2.703756
2.344967,2.656447
1.988089,2.879724
2.776585,3.348272
2.874962,3.967846
2.743594,2.802378
3.364775,2.566024
3.003512,2.602854
2.757766,2.197553
2.975831,2.921612
2.229049,3.656279
2.922263,3.003235
2.317944,2.967566
2.550550,3.274822
2.935351,2.717809
2.396373,2.772085
2.076394,2.748281
2.579158,3.261292
3.144273,2.661573
2.836512,2.807129
3.446196,2.965422
2.816972,2.610447
2.291846,3.065590
2.462500,3.126227
1.991392,3.249713
2.256329,3.673881
2.500734,3.423817
2.058128,3.156490
2.260909,2.790156
2.625960,2.858081
2.721824,3.283974
2.877234,2.949919
2.070749,2.663053
2.537819,2.136181
2.916954,2.889056
2.515594,3.364262
2.883286,3.073312
2.215588,3.109080
2.754592,2.631002
3.033446,3.188066
1.828272,3.033691
2.110242,3.439437
2.938933,2.543475
2.262172,3.025653
2.520597,3.594993
2.912511,2.871941
2.847080,2.172000
8.266203,1.265722
8.070676,0.635074
8.368591,1.702605
8.224205,0.470888
8.720579,0.167740
8.343539,0.686378
8.514497,0.579370
8.671797,1.039269
7.451521,0.129634
8.015819,1.436844
8.193069,0.946008
8.047896,1.214319
8.293188,1.031298
7.748368,1.394301
8.687490,0.398618
9.062855,1.208162
7.947055,0.157417
8.404996,1.142164
7.904005,0.202938
8.592048,0.683832
7.953559,2.057417
8.993446,1.300654
7.960089,1.178944
7.229669,0.961773
7.838330,0.404917
7.509136,1.129216
8.177978,0.983049
8.479208,0.580726
7.648024,0.208613
8.008179,1.223222
8.082488,1.175611
7.669836,0.731511
7.835883,0.419808
8.886047,1.260016
7.837537,0.612753
8.119379,0.342338
8.316588,0.401464
7.994084,0.509230
7.950318,0.386697
7.513129,0.532703
7.870253,0.801204
8.169851,1.529918
8.467158,0.818000
8.432625,0.643601
8.721654,1.138950
7.599922,1.221314
8.468694,-0.155079
7.843019,0.729630
7.370853,0.492288
7.762914,1.121998
8.262443,1.969629
7.984554,1.380452
8.173796,1.027530
7.678405,0.154800
7.835398,1.224027
8.775380,1.160756
8.341570,0.583653
8.755975,1.456682
7.929924,0.900611
