8.036862,4.606046
7.473357,4.481649
7.786235,4.476260
8.088132,4.478223
8.011126,4.415816
7.855208,4.641300
7.156698,4.260916
7.551411,4.133233
7.629504,4.986761
7.393228,4.776096
7.066413,4.254830
7.804662,4.623273
8.024051,4.706123
7.600070,4.203844
8.082751,4.312263
7.229286,3.935470
7.371780,4.587649
7.796531,4.664979
7.568659,4.452200
7.989797,4.265046
7.922271,4.124014
7.594339,4.236089
7.261225,4.583573
7.551800,4.393782
7.931859,4.567397
8.005715,4.349390
7.570241,4.356897
7.064627,3.809939
7.210481,3.989886
7.899470,4.026593
7.588295,4.908476
7.597055,4.683791
7.366113,4.306609
7.359552,4.253171
8.075684,3.697856
7.913330,4.483879
7.501901,3.810361
7.768412,4.176987
7.832631,4.397525
8.380272,4.293042
7.330161,4.460495
7.827559,4.932459
8.073605,4.531533
8.324882,3.913279
7.483660,4.018154
7.583637,3.838110
7.993621,4.299895
7.151238,3.982553
7.864966,4.724035
8.538253,5.554329
7.905324,3.992969
6.886742,4.495869
7.414384,4.222641
7.494722,4.332468
8.165953,4.451604
7.676107,3.974523
7.916106,6.779157
8.564466,7.680852
8.638089,7.366776
8.386261,6.499703
8.199932,6.683590
9.437367,6.645126
8.921375,6.612509
8.958608,7.127661
8.523324,6.957375
8.324064,7.152109
8.403986,6.483438
8.074804,7.042715
9.217616,7.037677
8.538524,7.088011
9.108380,7.061433
8.421608,7.416196
8.757482,7.587983
8.659273,6.483893
8.038716,7.634051
9.275445,6.901873
8.432704,7.558258
8.143161,6.615789
8.843310,6.815838
8.583930,6.908303
8.721009,7.536673
8.622213,7.231256
7.765910,6.954193
8.248687,6.486155
8.234718,6.840031
8.952340,6.443123
8.598232,6.780013
8.454910,7.374783
8.801225,7.508640
8.524177,6.695303
8.496436,7.070679
8.656609,6.539925
8.622175,7.064972
9.592969,7.724418
8.244682,6.858727
8.000602,6.737397
8.712221,7.456022
8.294346,6.712022
7.727064,6.908614
8.161013,6.761905
8.235235,6.935975
7.882888,6.386862
9.437678,6.458711
8.147265,7.708446
9.748006,6.505054
8.438680,7.110303
9.277458,6.578937
8.487868,7.284615
8.759886,6.823218
8.532450,6.423722
8.490710,6.867125
8.678847,6.751549
8.774595,7.378767
8.648151,7.114383
8.607241,6.973714
8.297356,7.100278
0.902859,10.593491
1.571115,9.910562
0.636551,9.311259
1.418231,9.861323
1.133831,9.058389
1.312749,9.937992
0.497601,9.567614
1.047260,9.777210
0.824905,9.714828
0.840983,9.817249
1.530370,8.729560
0.847033,9.826828
1.060171,9.607458
0.239085,9.887422
1.632714,9.142679
1.287305,9.624813
0.917244,9.335064
0.807991,10.276241
1.174836,10.449148
1.412738,9.931858
1.639347,9.931821
1.272969,9.637595
0.968392,9.477254
1.337607,9.284902
1.254714,9.679963
1.410272,10.056571
1.670032,10.048533
0.312957,9.729442
0.472971,9.548912
1.546265,10.011237
0.662201,9.350737
0.954886,9.269599
0.673317,9.881027
1.403898,9.999728
0.025258,9.877970
0.970587,9.921780
1.588257,8.930928
0.705332,9.992586
0.309136,10.346603
1.089116,10.094857
0.713396,10.081729
1.369162,9.849375
1.035534,9.864361
0.596435,9.697212
0.880764,9.909581
1.341703,9.332809
0.891770,10.348806
0.644338,9.427324
1.022696,10.093978
0.946344,10.287808
1.284491,10.092952
1.163420,10.687285
0.859709,8.954815
1.583475,9.573144
0.984926,10.280044
6.970493,7.359984
6.970886,7.542989
7.787252,8.070318
7.721907,7.295537
6.687356,7.882384
7.422687,8.044397
7.892178,7.915940
7.915450,7.952328
7.823423,7.578774
7.539552,7.939353
7.939608,7.703147
7.819864,7.754308
7.564380,8.192451
6.814173,7.342054
7.018523,6.927197
7.340091,8.160417
7.497443,7.939759
8.047084,8.391718
7.583742,8.402077
7.648248,7.525684
7.373637,7.268428
7.256143,7.717436
7.932831,8.548951
7.058524,8.017774
7.195179,8.050522
7.558962,7.128281
7.982716,7.618643
7.397837,7.432742
7.349684,8.031799
7.535699,7.992108
7.756166,8.388908
7.474283,7.269900
8.038286,7.728048
8.057234,8.013994
7.558942,8.000153
8.391802,8.691435
7.639149,7.924719
8.041893,7.522379
7.744625,7.850298
1.406700,4.170512
0.645309,3.674666
0.834183,4.320389
1.163860,5.278752
1.723534,4.119023
1.420220,4.341028
1.167391,4.577990
1.528805,4.368156
1.706677,4.047084
1.283672,5.542929
1.370368,5.077145
1.317744,4.736170
1.258423,4.435696
0.969343,4.675980
0.940521,4.770093
1.715251,4.650472
1.166637,4.685446
1.157667,4.878078
0.548574,4.369616
0.484812,3.905835
1.826681,4.861933
0.993344,3.902858
0.095325,4.286461
2.249302,4.677813
1.057307,4.689891
0.656753,4.384930
1.320927,4.469419
1.597459,4.641717
1.548467,4.228510
